team_id,team_name_x,player,PTS
333,Alabama Crimson Tide,Amari Allen,11.655172413793103
333,Alabama Crimson Tide,Charles Bediako,10.0
333,Alabama Crimson Tide,Collins Onyejiaka,1.0
333,Alabama Crimson Tide,Davion Hannah,3.3
333,Alabama Crimson Tide,Houston Mallette,6.625
333,Alabama Crimson Tide,Jack Fagan,0.0
333,Alabama Crimson Tide,Jacob Martin,0.375
333,Alabama Crimson Tide,Jalil Bethea,4.391304347826087
333,Alabama Crimson Tide,Keitenn Bristow,3.6
333,Alabama Crimson Tide,Klark James,0.0
333,Alabama Crimson Tide,Labaron Philon Jr.,21.733333333333334
333,Alabama Crimson Tide,Latrell Wrightsell,12.75
333,Alabama Crimson Tide,London Jemison,6.166666666666667
333,Alabama Crimson Tide,Noah Williamson,1.1
333,Alabama Crimson Tide,Preston Murphy Jr.,0.3333333333333333
333,Alabama Crimson Tide,Taylor Bol Bowen,6.185185185185185
