team_player,team_name,player,seed,games_played,ppg,weighted_ppg,exp_games,proj_pts,w_proj_pts,home_ppg,away_ppg,home_away_diff,max_pts_l15,three_pm,three_pa,kenpom_exp_games,kenpom_proj,kenpom_nl_exp_games,kenpom_nl_proj
Miami (OH) RedHawks - Almar Atlason,Miami (OH) RedHawks,Almar Atlason,11,29,9.62,9.96,1.6,15.39,15.94,7.79,11.33,-3.55,19,1.66,4.69,1.17,11.65,1.043,10.39
Arkansas Razorbacks - Isaiah Sealy,Arkansas Razorbacks,Isaiah Sealy,4,16,3.31,3.8,2.6,8.61,9.88,3.9,2.33,1.57,12,0.0,0.44,2.73,10.37,2.727,10.36
North Dakota State Bison - Andy Stefonowicz,North Dakota State Bison,Andy Stefonowicz,14,31,9.42,9.4,1.2,11.3,11.28,9.4,9.44,-0.04,22,1.68,4.39,1.01,9.49,1.097,10.31
VCU Rams - Barry Evans,VCU Rams,Barry Evans,11,34,7.24,6.78,1.6,11.58,10.85,7.59,6.58,1.01,17,0.74,2.24,1.39,9.42,1.519,10.3
Houston Cougars - Isiah Harwell,Houston Cougars,Isiah Harwell,2,30,3.8,2.91,3.7,14.06,10.77,4.26,3.0,1.26,13,0.77,2.8,3.82,11.12,3.52,10.24
Queens University Royals - Carson Schwieger,Queens University Royals,Carson Schwieger,15,32,10.47,9.97,1.1,11.52,10.97,12.64,8.78,3.87,17,2.81,6.78,1.0,9.97,1.027,10.24
Texas A&M Aggies - Zach Clemence,Texas A&M Aggies,Zach Clemence,10,32,7.09,6.77,1.6,11.34,10.83,7.68,6.23,1.45,15,1.09,2.69,1.36,9.21,1.508,10.21
Houston Cougars - Kalifa Sakho,Houston Cougars,Kalifa Sakho,2,31,2.52,2.89,3.7,9.32,10.69,2.45,2.64,-0.19,9,0.0,0.0,3.82,11.04,3.52,10.17
Hawai'i Rainbow Warriors - Isaac Finlinson,Hawai'i Rainbow Warriors,Isaac Finlinson,13,30,9.33,9.14,1.2,11.2,10.97,9.61,8.92,0.69,17,1.0,2.6,1.02,9.32,1.111,10.15
Utah State Aggies - Adlan Elamin,Utah State Aggies,Adlan Elamin,9,32,6.34,6.1,1.4,8.88,8.54,6.39,6.29,0.1,15,0.84,2.59,1.57,9.58,1.642,10.02
UMBC Retrievers - Caden Diggs,UMBC Retrievers,Caden Diggs,16,29,10.1,9.99,1.0,10.1,9.99,10.33,9.86,0.48,19,0.86,2.34,1.56,15.58,1.003,10.02
Siena Saints - Tasman Goodrick,Siena Saints,Tasman Goodrick,16,9,9.67,9.91,1.0,9.67,9.91,11.8,7.0,4.8,22,0.0,0.11,1.0,9.91,1.01,10.01
Wright State Raiders - Kellen Pickett,Wright State Raiders,Kellen Pickett,14,32,8.69,9.29,1.2,10.43,11.15,9.62,7.75,1.88,19,0.41,1.53,1.01,9.38,1.076,10.0
Lehigh Mountain Hawks - Edouard Benoit,Lehigh Mountain Hawks,Edouard Benoit,16,22,10.27,9.98,1.0,10.27,9.98,10.73,9.82,0.91,27,1.27,4.0,1.51,15.07,1.001,9.99
Long Island University Sharks - Jomo Goings,Long Island University Sharks,Jomo Goings,16,34,9.97,9.87,1.0,9.97,9.87,9.47,10.37,-0.9,26,1.09,2.88,1.0,9.87,1.004,9.91
Kentucky Wildcats - Kam Williams,Kentucky Wildcats,Kam Williams,7,22,6.23,5.57,1.9,11.84,10.58,7.31,3.33,3.98,26,1.18,3.41,1.69,9.41,1.777,9.9
Georgia Bulldogs - Jake Wilkins,Georgia Bulldogs,Jake Wilkins,8,31,4.94,5.91,1.5,7.41,8.86,5.85,3.27,2.58,16,0.39,1.77,1.62,9.57,1.672,9.88
Akron Zips - Eric Mahaffey,Akron Zips,Eric Mahaffey,12,31,8.06,7.74,1.6,12.9,12.38,7.74,8.58,-0.85,20,0.81,2.0,1.12,8.67,1.277,9.88
Tennessee Volunteers - Amaree Abram,Tennessee Volunteers,Amaree Abram,6,23,3.48,4.22,2.0,6.96,8.44,3.88,2.33,1.55,15,0.61,1.65,2.35,9.92,2.334,9.85
Kentucky Wildcats - Andrija Jelavic,Kentucky Wildcats,Andrija Jelavic,7,30,5.77,5.54,1.9,10.96,10.53,5.58,6.09,-0.51,11,0.7,2.5,1.69,9.36,1.777,9.84
Miami (OH) RedHawks - Luke Skaljac,Miami (OH) RedHawks,Luke Skaljac,11,27,10.52,9.4,1.6,16.83,15.04,11.92,9.21,2.71,24,1.19,3.74,1.17,11.0,1.043,9.8
Tennessee State Tigers - Antoine Lorick III,Tennessee State Tigers,Antoine Lorick III,15,29,9.86,9.63,1.1,10.85,10.59,12.83,7.76,5.07,20,0.28,1.17,1.0,9.63,1.017,9.79
Pennsylvania Quakers - AJ Levine,Pennsylvania Quakers,AJ Levine,14,28,8.61,9.42,1.2,10.33,11.3,8.77,8.47,0.3,17,0.64,2.14,1.0,9.42,1.034,9.74
UCF Knights - Chris Johnson,UCF Knights,Chris Johnson,10,31,6.42,6.69,1.6,10.27,10.7,6.25,6.73,-0.48,16,1.0,2.71,1.28,8.56,1.45,9.7
Miami Hurricanes - Marcus Allen,Miami Hurricanes,Marcus Allen,7,8,5.25,5.13,1.9,9.98,9.75,5.33,5.0,0.33,7,0.62,1.62,1.84,9.44,1.888,9.69
Santa Clara Broncos - Thierry Darlan,Santa Clara Broncos,Thierry Darlan,10,33,6.06,6.09,1.6,9.7,9.74,5.16,7.29,-2.13,15,1.12,3.33,1.47,8.95,1.589,9.68
Iowa Hawkeyes - Isaia Howard,Iowa Hawkeyes,Isaia Howard,9,33,5.42,5.39,1.4,7.59,7.55,5.3,5.62,-0.32,19,0.48,1.76,1.74,9.38,1.791,9.65
Virginia Cavaliers - Devin Tillis,Virginia Cavaliers,Devin Tillis,3,29,4.31,3.44,3.0,12.93,10.32,3.76,5.08,-1.32,12,0.79,2.1,2.81,9.67,2.799,9.63
Wright State Raiders - Solomon Callaghan,Wright State Raiders,Solomon Callaghan,14,31,10.16,8.91,1.2,12.19,10.69,6.75,13.8,-7.05,24,2.13,5.35,1.01,9.0,1.076,9.59
Georgia Bulldogs - Kareem Stagg,Georgia Bulldogs,Kareem Stagg,8,32,4.75,5.73,1.5,7.12,8.6,5.62,3.09,2.53,10,0.47,1.5,1.62,9.28,1.672,9.58
North Dakota State Bison - Noah Feddersen,North Dakota State Bison,Noah Feddersen,14,31,9.1,8.68,1.2,10.92,10.42,8.87,9.31,-0.45,13,0.55,1.84,1.01,8.77,1.097,9.52
Tennessee Volunteers - Amari Evans,Tennessee Volunteers,Amari Evans,6,31,4.23,4.07,2.0,8.46,8.14,4.4,3.91,0.49,24,0.32,1.32,2.35,9.56,2.334,9.5
Santa Clara Broncos - Jake Ensminger,Santa Clara Broncos,Jake Ensminger,10,30,6.1,5.97,1.6,9.76,9.55,5.88,6.38,-0.5,13,1.1,2.73,1.47,8.78,1.589,9.49
McNeese Cowboys - DJ Richards Jr.,McNeese Cowboys,DJ Richards Jr.,12,31,8.0,7.73,1.6,12.8,12.37,8.67,7.38,1.29,14,1.71,5.03,1.07,8.27,1.228,9.49
Alabama Crimson Tide - Keitenn Bristow,Alabama Crimson Tide,Keitenn Bristow,4,10,3.6,3.69,2.6,9.36,9.59,3.0,6.0,-3.0,10,0.1,0.9,2.58,9.52,2.54,9.37
Furman Paladins - Charles Johnston,Furman Paladins,Charles Johnston,15,31,9.58,8.97,1.1,10.54,9.87,8.53,10.56,-2.03,16,1.1,3.84,1.0,8.97,1.045,9.37
Hawai'i Rainbow Warriors - Gytis Nemeiksa,Hawai'i Rainbow Warriors,Gytis Nemeiksa,13,30,9.13,8.4,1.2,10.96,10.08,9.22,9.0,0.22,19,0.73,2.7,1.02,8.57,1.111,9.33
McNeese Cowboys - Garwey Dual,McNeese Cowboys,Garwey Dual,12,31,8.03,7.59,1.6,12.85,12.14,7.33,8.69,-1.35,15,0.61,2.13,1.07,8.12,1.228,9.32
High Point Panthers - Conrad Martinez,High Point Panthers,Conrad Martinez,12,31,9.06,7.78,1.6,14.5,12.45,9.95,7.45,2.5,17,1.13,3.45,1.07,8.32,1.197,9.31
Siena Saints - Brendan Coyle,Siena Saints,Brendan Coyle,16,34,8.62,9.2,1.0,8.62,9.2,10.38,7.06,3.32,23,1.97,6.71,1.0,9.2,1.01,9.29
UCF Knights - John Bol,UCF Knights,John Bol,10,32,6.0,6.37,1.6,9.6,10.19,6.67,4.73,1.94,14,0.0,0.03,1.28,8.15,1.45,9.24
Troy Trojans - Jerrell Bellamy,Troy Trojans,Jerrell Bellamy,13,31,8.03,8.55,1.2,9.64,10.26,10.27,5.94,4.33,25,0.19,0.55,1.01,8.64,1.08,9.23
Alabama Crimson Tide - Davion Hannah,Alabama Crimson Tide,Davion Hannah,4,10,3.3,3.63,2.6,8.58,9.44,3.75,1.5,2.25,12,0.4,1.1,2.58,9.37,2.54,9.22
Troy Trojans - Cobi Campbell,Troy Trojans,Cobi Campbell,13,30,9.03,8.46,1.2,10.84,10.15,9.43,8.69,0.74,18,2.17,5.33,1.01,8.54,1.08,9.14
Texas Longhorns - Simeon Wilcher,Texas Longhorns,Simeon Wilcher,11,32,6.16,7.16,1.6,9.86,11.46,6.55,5.5,1.05,14,0.97,2.78,1.67,11.96,1.274,9.12
Kentucky Wildcats - Brandon Garrison,Kentucky Wildcats,Brandon Garrison,7,34,4.62,5.12,1.9,8.78,9.73,5.77,2.5,3.27,17,0.12,0.5,1.69,8.65,1.777,9.1
Kennesaw State Owls - Amir Taylor,Kennesaw State Owls,Amir Taylor,14,29,7.34,8.74,1.2,8.81,10.49,6.69,7.88,-1.18,23,0.52,1.14,1.0,8.74,1.04,9.09
Wright State Raiders - Dominic Pangonis,Wright State Raiders,Dominic Pangonis,14,32,9.03,8.44,1.2,10.84,10.13,9.81,8.25,1.56,14,1.12,2.84,1.01,8.52,1.076,9.08
Nebraska Cornhuskers - Jared Garcia,Nebraska Cornhuskers,Jared Garcia,4,27,3.07,3.35,2.6,7.98,8.71,3.53,2.0,1.53,7,0.37,1.52,2.64,8.84,2.697,9.03
Hawai'i Rainbow Warriors - Hunter Erickson,Hawai'i Rainbow Warriors,Hunter Erickson,13,30,8.33,8.09,1.2,10.0,9.71,9.17,7.08,2.08,23,1.17,3.3,1.02,8.25,1.111,8.99
Akron Zips - Sharron Young,Akron Zips,Sharron Young,12,31,7.19,7.03,1.6,11.5,11.25,6.78,7.77,-0.99,20,1.26,3.58,1.12,7.87,1.277,8.98
St. John's Red Storm - Ruben Prey,St. John's Red Storm,Ruben Prey,5,34,3.91,3.63,2.1,8.21,7.62,4.24,3.38,0.85,10,0.29,0.56,2.54,9.22,2.47,8.97
Purdue Boilermakers - Liam Murphy,Purdue Boilermakers,Liam Murphy,2,11,2.27,2.56,3.7,8.4,9.47,2.5,1.67,0.83,11,0.64,2.0,3.75,9.6,3.503,8.97
Kentucky Wildcats - Jayden Quaintance,Kentucky Wildcats,Jayden Quaintance,7,4,5.0,5.05,1.9,9.5,9.59,5.0,5.0,0.0,10,0.0,0.0,1.69,8.53,1.777,8.97
UConn Huskies - Malachi Smith,UConn Huskies,Malachi Smith,2,34,3.53,2.83,3.7,13.06,10.47,4.32,2.08,2.23,12,0.56,1.18,3.28,9.28,3.155,8.93
Texas A&M Aggies - Josh Holloway,Texas A&M Aggies,Josh Holloway,10,32,4.5,5.91,1.6,7.2,9.46,5.58,2.92,2.66,13,0.31,0.88,1.36,8.04,1.508,8.91
Tennessee Volunteers - Cade Phillips,Tennessee Volunteers,Cade Phillips,6,10,3.8,3.81,2.0,7.6,7.62,4.5,1.0,3.5,9,0.0,0.0,2.35,8.95,2.334,8.89
Saint Louis Billikens - Brady Dunlap,Saint Louis Billikens,Brady Dunlap,9,31,6.71,5.9,1.4,9.39,8.26,6.19,7.8,-1.61,22,1.35,3.13,1.43,8.44,1.506,8.89
Vanderbilt Commodores - Chandler Bing,Vanderbilt Commodores,Chandler Bing,5,34,3.65,3.41,2.1,7.66,7.16,3.63,3.67,-0.04,8,0.32,1.12,2.68,9.14,2.586,8.82
Kennesaw State Owls - Jaden Harris,Kennesaw State Owls,Jaden Harris,14,18,8.44,8.41,1.2,10.13,10.09,8.75,8.2,0.55,22,2.11,5.56,1.0,8.41,1.04,8.75
Texas A&M Aggies - Jacari Lane,Texas A&M Aggies,Jacari Lane,10,31,6.39,5.78,1.6,10.22,9.25,5.5,7.62,-2.12,12,0.87,2.81,1.36,7.86,1.508,8.72
Missouri Tigers - Jevon Porter,Missouri Tigers,Jevon Porter,10,12,6.17,5.92,1.6,9.87,9.47,7.0,3.67,3.33,19,0.58,2.33,1.32,7.81,1.468,8.69
North Carolina Tar Heels - Jonathan Powell,North Carolina Tar Heels,Jonathan Powell,6,32,4.84,4.77,2.0,9.68,9.54,5.67,3.27,2.39,15,1.19,3.09,1.74,8.3,1.811,8.64
Idaho Vandals - Brody Rowbury,Idaho Vandals,Brody Rowbury,15,32,8.03,8.34,1.1,8.83,9.17,7.5,8.35,-0.85,20,0.38,0.91,1.0,8.34,1.035,8.63
Iowa Hawkeyes - Tate Sage,Iowa Hawkeyes,Tate Sage,9,33,5.7,4.8,1.4,7.98,6.72,6.2,4.92,1.28,11,0.67,1.82,1.74,8.35,1.791,8.6
Ohio State Buckeyes - Taison Chatman,Ohio State Buckeyes,Taison Chatman,8,27,4.48,4.81,1.5,6.72,7.22,4.61,4.22,0.39,14,0.89,1.89,1.73,8.32,1.784,8.58
Howard Bison - Alex Cotton,Howard Bison,Alex Cotton,16,26,8.5,8.55,1.0,8.5,8.55,9.67,6.91,2.76,20,2.35,6.19,1.44,12.31,1.002,8.57
Georgia Bulldogs - Justin Bailey,Georgia Bulldogs,Justin Bailey,8,30,4.17,5.08,1.5,6.26,7.62,5.15,2.2,2.95,15,0.9,2.57,1.62,8.23,1.672,8.49
Kennesaw State Owls - Ramone Seals,Kennesaw State Owls,Ramone Seals,14,19,7.53,8.06,1.2,9.04,9.67,9.5,6.09,3.41,25,0.95,2.89,1.0,8.06,1.04,8.38
Kennesaw State Owls - Trey Simpson,Kennesaw State Owls,Trey Simpson,14,31,8.19,8.06,1.2,9.83,9.67,9.64,7.0,2.64,26,1.48,4.68,1.0,8.06,1.04,8.38
Howard Bison - Travelle Bryson,Howard Bison,Travelle Bryson,16,26,8.54,8.28,1.0,8.54,8.28,9.07,7.92,1.15,22,0.54,2.23,1.44,11.92,1.002,8.3
Prairie View A&M Panthers - Joey Madimba,Prairie View A&M Panthers,Joey Madimba,16,23,8.22,8.27,1.0,8.22,8.27,11.67,6.0,5.67,28,0.52,2.09,1.49,12.32,1.001,8.28
UMBC Retrievers - Josh Odunowo,UMBC Retrievers,Josh Odunowo,16,28,8.39,8.26,1.0,8.39,8.26,9.07,7.62,1.45,15,0.0,0.0,1.56,12.89,1.003,8.28
Queens University Royals - Maban Jabriel,Queens University Royals,Maban Jabriel,15,33,7.7,8.01,1.1,8.47,8.81,6.93,8.26,-1.33,16,1.42,3.18,1.0,8.01,1.027,8.23
Northern Iowa Panthers - Max Weisbrod,Northern Iowa Panthers,Max Weisbrod,12,30,6.37,6.48,1.6,10.19,10.37,5.93,6.8,-0.87,18,1.73,4.5,1.09,7.06,1.269,8.22
Miami Hurricanes - Noam Dovrat,Miami Hurricanes,Noam Dovrat,7,26,3.81,4.33,1.9,7.24,8.23,3.5,4.3,-0.8,12,1.0,2.12,1.84,7.97,1.888,8.18
Long Island University Sharks - Mason Porter-Brown,Long Island University Sharks,Mason Porter-Brown,16,34,7.59,8.05,1.0,7.59,8.05,7.73,7.47,0.26,29,1.0,2.53,1.0,8.05,1.004,8.08
Kansas Jayhawks - Jamari McDowell,Kansas Jayhawks,Jamari McDowell,4,33,3.55,3.22,2.6,9.23,8.37,5.0,1.57,3.43,8,0.91,2.58,2.49,8.02,2.503,8.06
Texas Longhorns - Camden Heide,Texas Longhorns,Camden Heide,11,31,6.16,6.31,1.6,9.86,10.1,6.37,5.83,0.54,20,1.45,3.16,1.67,10.54,1.274,8.04
VCU Rams - Tyrell Ward,VCU Rams,Tyrell Ward,11,29,5.76,5.28,1.6,9.22,8.45,5.63,6.0,-0.37,15,0.62,1.93,1.39,7.34,1.519,8.02
Houston Cougars - Ramon Walker Jr.,Houston Cougars,Ramon Walker Jr.,2,27,2.48,2.27,3.7,9.18,8.4,2.16,3.25,-1.09,9,0.33,1.26,3.82,8.67,3.52,7.99
North Carolina Tar Heels - Zayden High,North Carolina Tar Heels,Zayden High,6,28,3.43,4.41,2.0,6.86,8.82,3.17,3.9,-0.73,15,0.11,0.57,1.74,7.67,1.811,7.99
Georgia Bulldogs - Dylan James,Georgia Bulldogs,Dylan James,8,32,4.53,4.74,1.5,6.8,7.11,4.38,4.82,-0.44,10,0.03,0.53,1.62,7.68,1.672,7.93
NC State Wolfpack - Jerry Deng,NC State Wolfpack,Jerry Deng,11,8,6.12,6.09,1.6,9.79,9.74,6.12,,,14,1.38,4.25,1.75,10.66,1.299,7.91
Texas A&M Aggies - Ali Dibba,Texas A&M Aggies,Ali Dibba,10,32,5.62,5.23,1.6,8.99,8.37,5.37,6.0,-0.63,12,0.53,1.38,1.36,7.11,1.508,7.89
Furman Paladins - Tom House,Furman Paladins,Tom House,15,29,8.1,7.49,1.1,8.91,8.24,6.64,9.47,-2.82,20,1.45,4.79,1.0,7.49,1.045,7.83
Saint Mary's Gaels - Liam Campbell,Saint Mary's Gaels,Liam Campbell,7,31,4.74,4.13,1.9,9.01,7.85,5.47,3.86,1.61,15,0.74,1.48,1.8,7.43,1.878,7.76
Kansas Jayhawks - Kohl Rosario,Kansas Jayhawks,Kohl Rosario,4,28,3.32,3.1,2.6,8.63,8.06,3.75,2.75,1.0,8,0.61,2.21,2.49,7.72,2.503,7.76
Santa Clara Broncos - KJ Cochran,Santa Clara Broncos,KJ Cochran,10,33,4.85,4.85,1.6,7.76,7.76,5.74,3.64,2.09,15,0.7,2.58,1.47,7.13,1.589,7.71
California Baptist Lancers - Jonathan Griman,California Baptist Lancers,Jonathan Griman,13,30,6.07,6.6,1.2,7.28,7.92,5.5,6.56,-1.06,10,0.0,0.2,1.03,6.8,1.156,7.63
Michigan State Spartans - Jesse McCulloch,Michigan State Spartans,Jesse McCulloch,3,27,2.41,2.55,3.0,7.23,7.65,2.94,1.5,1.44,8,0.3,0.63,3.12,7.96,2.986,7.61
Florida Gators - CJ Ingram,Florida Gators,CJ Ingram,1,20,1.9,2.01,4.3,8.17,8.64,1.92,1.88,0.04,8,0.35,0.75,4.11,8.26,3.768,7.57
Texas Longhorns - Chendall Weaver,Texas Longhorns,Chendall Weaver,11,32,5.69,5.91,1.6,9.1,9.46,5.3,6.33,-1.03,17,0.31,1.34,1.67,9.87,1.274,7.53
Siena Saints - Antonio Chandler,Siena Saints,Antonio Chandler,16,29,7.34,7.45,1.0,7.34,7.45,7.77,7.0,0.77,18,0.03,0.24,1.0,7.45,1.01,7.52
California Baptist Lancers - Devon Malcolm,California Baptist Lancers,Devon Malcolm,13,32,5.91,6.49,1.2,7.09,7.79,7.06,4.75,2.31,16,0.31,1.0,1.03,6.68,1.156,7.5
Idaho Vandals - Jack Payne,Idaho Vandals,Jack Payne,15,30,7.07,7.12,1.1,7.78,7.83,6.36,7.47,-1.11,15,1.33,4.1,1.0,7.12,1.035,7.37
Clemson Tigers - Jake Wahlin,Clemson Tigers,Jake Wahlin,8,34,5.41,4.74,1.5,8.12,7.11,5.11,5.8,-0.69,17,1.0,2.88,1.41,6.68,1.548,7.34
Illinois Fighting Illini - Mihailo Petrovic,Illinois Fighting Illini,Mihailo Petrovic,3,17,1.82,2.12,3.0,5.46,6.36,2.45,0.67,1.79,12,0.12,0.59,3.65,7.74,3.463,7.34
Saint Mary's Gaels - Harry Wessels,Saint Mary's Gaels,Harry Wessels,7,30,4.7,3.91,1.9,8.93,7.43,5.75,3.5,2.25,10,0.0,0.0,1.8,7.04,1.878,7.34
Hofstra Pride - Joshua DeCady,Hofstra Pride,Joshua DeCady,13,30,6.47,6.17,1.2,7.76,7.4,8.0,5.29,2.71,13,0.53,1.83,1.06,6.54,1.188,7.33
North Dakota State Bison - Tay Smith,North Dakota State Bison,Tay Smith,14,31,7.29,6.6,1.2,8.75,7.92,8.93,5.75,3.18,15,2.13,5.58,1.01,6.67,1.097,7.24
Hawai'i Rainbow Warriors - Isaiah Kerr,Hawai'i Rainbow Warriors,Isaiah Kerr,13,29,6.48,6.48,1.2,7.78,7.78,6.06,7.08,-1.02,17,0.79,2.76,1.02,6.61,1.111,7.2
High Point Panthers - Braden Hausen,High Point Panthers,Braden Hausen,12,31,6.87,5.99,1.6,10.99,9.58,6.85,6.91,-0.06,14,1.61,4.58,1.07,6.41,1.197,7.17
Tennessee Volunteers - Ethan Burg,Tennessee Volunteers,Ethan Burg,6,27,2.56,3.06,2.0,5.12,6.12,3.18,1.5,1.68,11,0.48,1.11,2.35,7.19,2.334,7.14
Louisville Cardinals - Aly Khalifa,Louisville Cardinals,Aly Khalifa,6,33,3.18,3.1,2.0,6.36,6.2,4.21,1.79,2.42,9,0.73,1.79,2.31,7.16,2.304,7.14
Villanova Wildcats - Malachi Palmer,Villanova Wildcats,Malachi Palmer,8,32,4.41,4.41,1.5,6.62,6.62,4.16,4.77,-0.61,10,0.78,2.28,1.49,6.57,1.582,6.98
Hofstra Pride - Silas Sunday,Hofstra Pride,Silas Sunday,13,32,5.38,5.79,1.2,6.46,6.95,6.43,4.56,1.87,15,0.0,0.03,1.06,6.14,1.188,6.88
Texas Tech Red Raiders - Tyeree Bryan,Texas Tech Red Raiders,Tyeree Bryan,5,31,3.68,2.89,2.1,7.73,6.07,4.33,2.77,1.56,10,0.71,2.48,2.42,6.99,2.377,6.87
UCF Knights - Devan Cambridge,UCF Knights,Devan Cambridge,10,32,5.38,4.72,1.6,8.61,7.55,5.29,5.55,-0.26,11,0.47,1.81,1.28,6.04,1.45,6.84
McNeese Cowboys - Jerrell Colbert,McNeese Cowboys,Jerrell Colbert,12,31,5.48,5.48,1.6,8.77,8.77,5.0,5.94,-0.94,17,0.03,0.1,1.07,5.86,1.228,6.73
Gonzaga Bulldogs - Noah Haaland,Gonzaga Bulldogs,Noah Haaland,3,10,2.0,2.14,3.0,6.0,6.42,2.22,0.0,2.22,10,0.0,0.4,3.13,6.7,3.079,6.59
St. John's Red Storm - Lefteris Liotopoulos,St. John's Red Storm,Lefteris Liotopoulos,5,27,3.07,2.66,2.1,6.45,5.59,2.65,3.8,-1.15,10,0.59,1.78,2.54,6.76,2.47,6.57
Texas A&M Aggies - Jamie Vinson,Texas A&M Aggies,Jamie Vinson,10,28,3.39,4.36,1.6,5.42,6.98,4.56,1.83,2.73,14,0.11,0.61,1.36,5.93,1.508,6.57
Furman Paladins - Ben Vander Wal,Furman Paladins,Ben Vander Wal,15,31,7.06,6.26,1.1,7.77,6.89,7.27,6.88,0.39,13,0.06,0.29,1.0,6.26,1.045,6.54
Kentucky Wildcats - Trent Noah,Kentucky Wildcats,Trent Noah,7,27,2.96,3.67,1.9,5.62,6.97,3.11,2.62,0.48,16,0.63,1.89,1.69,6.2,1.777,6.52
Miami (OH) RedHawks - Justin Kirby,Miami (OH) RedHawks,Justin Kirby,11,19,6.37,6.19,1.6,10.19,9.9,7.2,5.44,1.76,17,0.84,1.95,1.17,7.24,1.043,6.46
South Florida Bulls - Isaiah Jones,South Florida Bulls,Isaiah Jones,11,32,4.28,4.69,1.6,6.85,7.5,3.71,4.93,-1.23,14,0.75,2.38,1.21,5.67,1.376,6.45
McNeese Cowboys - Jacolb Fredson-Cole,McNeese Cowboys,Jacolb Fredson-Cole,12,31,5.29,5.22,1.6,8.46,8.35,5.87,4.75,1.12,10,0.1,1.06,1.07,5.59,1.228,6.41
Saint Louis Billikens - Paul Otieno,Saint Louis Billikens,Paul Otieno,9,32,5.09,4.24,1.4,7.13,5.94,5.55,4.1,1.45,13,0.06,0.09,1.43,6.06,1.506,6.39
Miami Hurricanes - Timotej Malovec,Miami Hurricanes,Timotej Malovec,7,31,4.45,3.38,1.9,8.46,6.42,5.53,2.75,2.78,6,1.19,3.58,1.84,6.22,1.888,6.38
NC State Wolfpack - Alyn Breed,NC State Wolfpack,Alyn Breed,11,21,4.52,4.87,1.6,7.23,7.79,4.4,4.83,-0.43,12,0.48,1.38,1.75,8.52,1.299,6.33
California Baptist Lancers - Thomas Ndong,California Baptist Lancers,Thomas Ndong,13,31,5.03,5.46,1.2,6.04,6.55,6.12,3.71,2.4,14,0.03,0.16,1.03,5.62,1.156,6.31
BYU Cougars - Mihailo Bošković,BYU Cougars,Mihailo Bošković,6,24,3.29,3.21,2.0,6.58,6.42,3.44,3.0,0.44,9,0.5,1.5,1.92,6.16,1.964,6.3
Wright State Raiders - Andrea Holden,Wright State Raiders,Andrea Holden,14,32,5.94,5.85,1.2,7.13,7.02,4.81,7.06,-2.25,10,0.0,0.0,1.01,5.91,1.076,6.29
High Point Panthers - Chase Johnston,High Point Panthers,Chase Johnston,12,29,5.72,5.25,1.6,9.15,8.4,5.26,6.6,-1.34,12,1.86,3.93,1.07,5.62,1.197,6.28
Furman Paladins - Eddrin Bronson,Furman Paladins,Eddrin Bronson,15,30,5.73,6.01,1.1,6.3,6.61,6.73,4.73,2.0,16,0.93,2.77,1.0,6.01,1.045,6.28
Michigan Wolverines - Malick Kordel,Michigan Wolverines,Malick Kordel,1,11,1.36,1.41,4.3,5.85,6.06,1.36,,,4,0.0,0.09,4.82,6.8,4.392,6.19
California Baptist Lancers - Jordan Muller,California Baptist Lancers,Jordan Muller,13,33,4.52,5.34,1.2,5.42,6.41,4.94,4.06,0.88,22,0.97,2.76,1.03,5.5,1.156,6.17
Michigan Wolverines - Oscar Goodman,Michigan Wolverines,Oscar Goodman,1,12,1.42,1.39,4.3,6.11,5.98,1.42,,,6,0.0,0.5,4.82,6.7,4.392,6.1
Kennesaw State Owls - Kaden Rickard,Kennesaw State Owls,Kaden Rickard,14,31,5.23,5.85,1.2,6.28,7.02,4.43,5.88,-1.45,14,0.52,1.52,1.0,5.85,1.04,6.08
Louisville Cardinals - Kobe Rodgers,Louisville Cardinals,Kobe Rodgers,6,32,3.31,2.64,2.0,6.62,5.28,4.67,1.57,3.1,7,0.34,0.94,2.31,6.1,2.304,6.08
VCU Rams - Jordan Tillery,VCU Rams,Jordan Tillery,11,11,4.55,4.0,1.6,7.28,6.4,5.56,0.0,5.56,11,0.36,0.64,1.39,5.56,1.519,6.08
Utah State Aggies - Elijah Perryman,Utah State Aggies,Elijah Perryman,9,33,4.42,3.7,1.4,6.19,5.18,5.0,3.64,1.36,16,0.42,1.52,1.57,5.81,1.642,6.08
UCLA Bruins - Brandon Williams,UCLA Bruins,Brandon Williams,7,32,2.72,2.98,1.9,5.17,5.66,2.4,3.25,-0.85,9,0.19,0.78,2.01,5.99,2.041,6.08
Missouri Tigers - Luke Northweather,Missouri Tigers,Luke Northweather,10,19,3.11,4.1,1.6,4.98,6.56,3.77,1.67,2.1,10,0.68,1.63,1.32,5.41,1.468,6.02
Pennsylvania Quakers - Cam Thrower,Pennsylvania Quakers,Cam Thrower,14,25,5.56,5.77,1.2,6.67,6.92,3.17,7.77,-4.6,19,0.96,2.32,1.0,5.77,1.034,5.97
Prairie View A&M Panthers - Marcel Bryant,Prairie View A&M Panthers,Marcel Bryant,16,9,6.56,5.94,1.0,6.56,5.94,4.5,7.14,-2.64,16,0.56,1.0,1.49,8.85,1.001,5.95
UMBC Retrievers - Jose Roberto Tanchyn,UMBC Retrievers,Jose Roberto Tanchyn,16,29,6.59,5.87,1.0,6.59,5.87,5.5,7.6,-2.1,16,0.79,2.14,1.56,9.16,1.003,5.89
